Sponsor Entity ID,Sponsor CTDS,Sponsor Name,Site EntityID,Site CTDS,Site Name,Percent Eligible for Meals,Total Enrolled as of Last Day in October
4487,130406000,Cottonwood-Oak Creek Elementary District,6124,130406102,Cottonwood Middle School,65%,550
4487,130406000,Cottonwood-Oak Creek Elementary District,6126,130406104,Dr Daniel Bright Elementary School,78%,493
4487,130406000,Cottonwood-Oak Creek Elementary District,90934,130406706,Mountain View Preparatory School,46%,444
4487,130406000,Cottonwood-Oak Creek Elementary District,10856,138654001,New Visions Academy,80-84%,44
4487,130406000,Cottonwood-Oak Creek Elementary District,6125,130406103,Oak Creek Elementary School,71%,240
90331,108505000,CPLC Community Schools dba Hiaki High School,87412,108505001,Hiaki High School,85-89%,66
80032,108793000,CPLC Community Schools dba Toltecalli High School,80033,108793201,Toltecali High School,>=95%,98
4501,140413000,Crane Elementary District,78935,140413107,Centennial Middle School,69%,660
4501,140413000,Crane Elementary District,6172,140413103,Crane Middle School,70%,765
4501,140413000,Crane Elementary District,85833,140413108,Gary A. Knox Elementary School,76%,702
4501,140413000,Crane Elementary District,91908,140413701,Gowan Science Academy,26%,232
4501,140413000,Crane Elementary District,6174,140413105,H L Suverkrup Elementary School,70%,423
4501,140413000,Crane Elementary District,89582,140413130,Mesquite Elementary,50%,630
4501,140413000,Crane Elementary District,6168,140413101,Pueblo Elementary School,72%,655
4501,140413000,Crane Elementary District,6169,140413102,Rancho Viejo Elementary School,82%,396
4501,140413000,Crane Elementary District,6173,140413104,Ronald Reagan Fundamental School,66%,668
4501,140413000,Crane Elementary District,85834,140413109,Salida Del Sol Elementary,72%,566
4501,140413000,Crane Elementary District,6175,140413106,Valley Horizon Elementary School,74%,584
4263,070414000,Creighton Elementary District,5289,070414180,Biltmore Preparatory Academy,37%,471
4263,070414000,Creighton Elementary District,80050,078524001,Career Success School - Sage Campus,75-79%,194
4263,070414000,Creighton Elementary District,5283,070414110,Creighton Elementary School,95%,821
4263,070414000,Creighton Elementary District,79285,070414190,Excelencia School,92%,902
4263,070414000,Creighton Elementary District,6023,070414120,Gateway School,96%,771
4263,070414000,Creighton Elementary District,5284,070414130,Larry C Kennedy School,94%,729
4263,070414000,Creighton Elementary District,5285,070414140,Loma Linda Elementary School,92%,693
4263,070414000,Creighton Elementary District,5287,070414160,Monte Vista Elementary School,94%,843
4263,070414000,Creighton Elementary District,5288,070414170,Papago School,90%,944
4263,070414000,Creighton Elementary District,87058,072190002,The ACES-East,40-44%,171
4263,070414000,Creighton Elementary District,5286,070414150,William T Machan Elementary School,97%,515
80235,072702000,"Crisis Nursery, Inc.",80236,072702001,"Crisis Nursery, Inc.",>=90%,36
79049,108666000,Daisy Education Corporation dba Sonoran Science Academy,79127,108666001,Sonoran Science Academy - Tucson,31%,732
90332,078569000,Daisy Education Corporation dba Sonoran Science Academy - Ahwatukee,89856,078569001,Sonoran Science Academy - Ahwatukee,40-44%,115
89914,108502000,Daisy Education Corporation dba Sonoran Science Academy - Phoenix,80974,108502101,Sonoran Science Academy - Phoenix,97%,229
4246,070297000,Deer Valley Unified District,78922,070297137,Anthem School,19%,777
4246,070297000,Deer Valley Unified District,5154,070297127,Arrowhead Elementary School,31%,541
4246,070297000,Deer Valley Unified District,5162,070297224,Barry Goldwater High School,49%,1869
4246,070297000,Deer Valley Unified District,5151,070297122,Bellair Elementary School,52%,465
4246,070297000,Deer Valley Unified District,85850,070297245,Boulder Creek High School,17%,2566
4246,070297000,Deer Valley Unified District,88399,070297148,Canyon Springs,31%,765
4246,070297000,Deer Valley Unified District,5146,070297115,Constitution Elementary School,86%,568
4246,070297000,Deer Valley Unified District,5160,070297134,Copper Creek Elementary,14%,748
4246,070297000,Deer Valley Unified District,5161,070297219,Deer Valley High School,35%,1866
4246,070297000,Deer Valley Unified District,5142,070297111,Deer Valley Middle School,66%,659
4246,070297000,Deer Valley Unified District,5159,070297132,Desert Mountain School,28%,737
4246,070297000,Deer Valley Unified District,5156,070297129,Desert Sage Elementary School,34%,569
4246,070297000,Deer Valley Unified District,5150,070297121,Desert Sky Middle School,53%,624
4246,070297000,Deer Valley Unified District,5148,070297118,Desert Winds Elementary School,68%,373
4246,070297000,Deer Valley Unified District,85851,070297146,Diamond Canyon Elementary,15%,961
4246,070297000,Deer Valley Unified District,5157,070297130,Esperanza Elementary School,63%,354
4246,070297000,Deer Valley Unified District,80318,070297142,Gavilan Peak Elementary,15%,782
4246,070297000,Deer Valley Unified District,5152,070297123,Greenbrier Elementary School,31%,337
4246,070297000,Deer Valley Unified District,78921,070297136,Highland Lakes School,25%,1080
4246,070297000,Deer Valley Unified District,5155,070297128,Hillcrest Middle School,18%,1010
4246,070297000,Deer Valley Unified District,5158,070297131,Las Brisas Elementary School,18%,827
4246,070297000,Deer Valley Unified District,79290,070297138,Legend Springs Elementary,16%,603
4246,070297000,Deer Valley Unified District,5149,070297120,Mirage Elementary School,63%,433
4246,070297000,Deer Valley Unified District,5163,070297233,Mountain Ridge High School,13%,2280
4246,070297000,Deer Valley Unified District,5153,070297125,Mountain Shadows Elementary School,52%,473
4246,070297000,Deer Valley Unified District,5144,070297113,New River Elementary School,34%,276
4246,070297000,Deer Valley Unified District,89953,070297149,Norterra Canyon K-8,21%,1070
4246,070297000,Deer Valley Unified District,5145,070297114,Park Meadows Elementary School,57%,548
4246,070297000,Deer Valley Unified District,6016,070297135,Paseo Hills Elementary,56%,954
4246,070297000,Deer Valley Unified District,80317,070297241,Sandra Day O'Connor High School,15%,2566
4246,070297000,Deer Valley Unified District,79574,070297139,Sierra Verde Elementary,18%,970
4246,070297000,Deer Valley Unified District,79573,070297140,Stetson Hills Elementary,19%,1021
4246,070297000,Deer Valley Unified District,5147,070297117,Sunrise Elementary School,78%,493
4246,070297000,Deer Valley Unified District,81017,070297144,Sunset Ridge Elementary,15%,998
4246,070297000,Deer Valley Unified District,81016,070297143,Terramar Elementary,17%,813
4246,070297000,Deer Valley Unified District,5143,070297112,Village Meadows Elementary School,83%,445
4246,070297000,Deer Valley Unified District,87528,070297147,West Wing Elementary,12%,1042
9693,094003000,Dennehotso Boarding School,80377,033904011,Dennehotso Boarding School,90-94%,162
81099,078621000,Desert Heights Charter Schools,78950,078621101,Desert Heights Charter School,35%,500
81099,078621000,Desert Heights Charter Schools,92249,078621102,Desert Heights Preparatory Academy,38%,386
91328,078230000,Desert Mirage Preparatory Academy Public Charter Elementary School,92224,078230001,Desert Mirage Preparatory Academy,55-59%,150
6258,048701000,"Destiny School, Inc.",10807,048701001,Destiny School,76%,292
7295,072102000,Devereux Arizona,7296,072102001,Devereux,>=95%,59
7295,072102000,Devereux Arizona,80424,072102002,EnSueno Group Home,*,*
7295,072102000,Devereux Arizona,85809,072102003,Valor Group Home,*,*
80274,094016000,"Dilcon Community School, Inc.",80275,014012006,"Dilcon Community School, Inc.",90-94%,174
6357,058703000,Discovery Plus Academy,4898,058703001,Discovery Plus Academy,50-54%,104
4174,020227000,Douglas Unified District,4765,020227102,Clawson School,87%,358
4174,020227000,Douglas Unified District,4773,020227210,Douglas High School,82%,1294
4174,020227000,Douglas Unified District,4767,020227105,Faras Elementary School,92%,209
4174,020227000,Douglas Unified District,4766,020227104,Joe Carlson Elementary School,91%,375
4174,020227000,Douglas Unified District,4771,020227109,Paul H Huber Jr High School,82%,437
4174,020227000,Douglas Unified District,4770,020227108,Ray Borane Middle School,94%,449
4174,020227000,Douglas Unified District,4768,020227106,Sarah Marley School,>=98%,254
4174,020227000,Douglas Unified District,4769,020227107,Stevenson Elementary School,79%,431
4228,060202000,Duncan Unified District,4902,060202102,Duncan Elementary,60%,258
4228,060202000,Duncan Unified District,4903,060202203,Duncan High School,40-44%,124
4243,070289000,Dysart Unified District,81111,070289111,Ashton Ranch Elementary School,44%,1064
4243,070289000,Dysart Unified District,89600,070289724,Canyon Ridge School,27%,931
4243,070289000,Dysart Unified District,81112,070289112,Cimarron Springs Elementary,41%,930
4243,070289000,Dysart Unified District,80052,070289709,Countryside Elementary School,45%,919
4243,070289000,Dysart Unified District,5128,070289101,Dysart Elementary School,73%,1002
4243,070289000,Dysart Unified District,5133,070289205,Dysart High School,64%,1644
4243,070289000,Dysart Unified District,5129,070289102,El Mirage School,67%,941
4243,070289000,Dysart Unified District,5132,070289106,Kingswood Elementary School,62%,840
4243,070289000,Dysart Unified District,5130,070289703,Luke Elementary School,66%,831
4243,070289000,Dysart Unified District,84683,070289116,Marley Park Elementary,29%,1102
4243,070289000,Dysart Unified District,89604,070289123,Mountain View,28%,1350
4243,070289000,Dysart Unified District,88416,070289122,Parkview Elementary,55%,839
4243,070289000,Dysart Unified District,87621,070289119,Rancho Gabriela,35%,1202
4243,070289000,Dysart Unified District,89821,070289127,Riverview School,77%,1075
4243,070289000,Dysart Unified District,90134,070289225,Shadow Ridge High School,28%,1491
4243,070289000,Dysart Unified District,88414,070289120,Sonoran Heights Elementary,22%,986
4243,070289000,Dysart Unified District,87620,070289118,Sunset Hills Elementary,32%,1240
4243,070289000,Dysart Unified District,5131,070289104,Surprise Elementary School,78%,996
4243,070289000,Dysart Unified District,84684,070289117,Thompson Ranch Elementary,84%,1046
4243,070289000,Dysart Unified District,88417,070289220,Valley Vista High School,53%,2478
4243,070289000,Dysart Unified District,79632,070289708,West Point Elementary School,47%,857
4243,070289000,Dysart Unified District,88415,070289121,Western Peaks Elementary,37%,771
4243,070289000,Dysart Unified District,81113,070289210,Willow Canyon High School,33%,2170
91170,078202000,"EAGLE College Prep II, Inc. dba EAGLE College Prep Harmony",91171,078202001,EAGLE College Prep Harmony,75%,227
89850,078541000,"EAGLE South Mountain Charter, Inc.",89851,078541101,EAGLE College Prep,45%,650
80233,092003000,East Fork Lutheran School,80234,092003001,East Fork Lutheran School,75-79%,77
87401,078509000,"East Mesa Charter Elementary School, Inc.",87402,078509101,Imagine East Mesa Elementary,60%,670
90506,108506000,Ed Ahead,90507,108506101,Academy Adventures Midtown,95-97%,103
6446,078915000,"Edkey, Inc. - Sequoia Charter School",79982,078971001,Arizona Conservatory for Arts and Academics,43%,221
6446,078915000,"Edkey, Inc. - Sequoia Charter School",90349,078971002,Arizona Conservatory for Arts and Academics Middle School,53%,225
6446,078915000,"Edkey, Inc. - Sequoia Charter School",89920,138705003,Children First Academy - Phoenix,77%,368
6446,078915000,"Edkey, Inc. - Sequoia Charter School",79697,078915005,Sequoia Charter Elementary School,87%,613
6446,078915000,"Edkey, Inc. - Sequoia Charter School",90322,078705206,Sequoia Choice - Star Performing Arts,60-64%,64
6446,078915000,"Edkey, Inc. - Sequoia Charter School",90377,078246002,Sequoia Pathway Academy,46%,1022
6446,078915000,"Edkey, Inc. - Sequoia Charter School",79263,078740101,Sequoia Redwood Charter School,56%,320
6446,078915000,"Edkey, Inc. - Sequoia Charter School",79219,078744001,Sequoia School for the Deaf and Hard of Hearing,65-69%,73
6446,078915000,"Edkey, Inc. - Sequoia Charter School",10849,078915001,Sequoia Secondary School,97%,533
6446,078915000,"Edkey, Inc. - Sequoia Charter School",10848,078917001,Sequoia Village School,67%,351
81123,108717000,"Educational Impact, Inc.",81124,108717101,Academy Adventures Primary School,>=95%,100
81123,108717000,"Educational Impact, Inc.",87415,108717102,Adventure School,65-69%,90
4341,078717000,"EduPreneurship, Inc.",10752,078717102,EduPreneurship Student Center (ESC) Phoenix,>=95%,84
4185,020412000,Elfrida Elementary District,4795,020412101,Elfrida Elementary School,75-79%,122
4448,110411000,Eloy Elementary District,5940,110411103,Curiel School,95%,453
4448,110411000,Eloy Elementary District,5941,110411104,Eloy Intermediate School,92%,300
4448,110411000,Eloy Elementary District,5942,110411105,Eloy Junior High School,91%,238
6375,078664000,"Employ-Ability Unlimited, Inc.",5495,078664001,Copper Canyon Academy,74%,275
91277,078401000,Empower College Prep,91783,078401001,Empower College Prep,95-97%,194
87336,078505000,Esperanza Community Collegial Academy,87337,078505201,Esperanza Community Collegial Academy,70-79%,39
4335,078711000,Espiritu Community Development Corp.,5507,078711001,NFL YET College Prep Academy,92%,299
4335,078711000,Espiritu Community Development Corp.,85886,078103001,Reyes Maria Ruiz Leadership Academy,89%,456
79214,078901000,"Excalibur Charter Schools, Inc.",81173,078901003,Avalon Elementary,69%,314
79214,078901000,"Excalibur Charter Schools, Inc.",10339,078901001,Excalibur Charter School,45-49%,41
88452,099104000,First Mesa Elementary School,80145,093906004,First Mesa Elementary,70-74%,121
78783,078785000,"Fit Kids, Inc. dba Champion Schools",78820,078785101,Champion Schools,87%,569
4192,030201000,Flagstaff Unified District,4811,030201117,Charles W Sechrist Elementary School,22%,464
4192,030201000,Flagstaff Unified District,4820,030201282,Coconino High School,36%,1382
4192,030201000,Flagstaff Unified District,4807,030201113,Eva Marshall Elementary School,55%,594
4192,030201000,Flagstaff Unified District,4819,030201281,Flagstaff High School,29%,1523
4192,030201000,Flagstaff Unified District,4812,030201118,John Q Thomas Elementary School,68%,508
4192,030201000,Flagstaff Unified District,4814,030201120,Leupp Public School,90-94%,120
4192,030201000,Flagstaff Unified District,4806,030201112,Lura Kinsey Elementary School,70%,390
4192,030201000,Flagstaff Unified District,4804,030201110,Manuel DeMiguel Elementary School,25%,661
4192,030201000,Flagstaff Unified District,4817,030201124,Mount Elden Middle School,50%,815
4192,030201000,Flagstaff Unified District,90191,030201126,Sinagua Middle School,49%,972
4192,030201000,Flagstaff Unified District,4805,030201111,Sturgeon Cromer Elementary School,46%,700
4192,030201000,Flagstaff Unified District,4803,030201066,Summit High School,60-64%,145
4192,030201000,Flagstaff Unified District,4815,030201122,Thomas M Knoles Elementary School,32%,638
4192,030201000,Flagstaff Unified District,4808,030201114,W F Killip Elementary School,75%,512
4192,030201000,Flagstaff Unified District,79665,030201121,Weitzel's Puente de Hozho Bilingual Magnet School,51%,373
91865,072795000,"Florence Crittenton Service of Arizona, Inc.",91866,072795001,Florence Crittenton Therapeutic Group Home,>=90%,40
4300,078608000,"Florence Crittenton Services of Arizona, Inc.",5466,078608001,Girls Leadership Academy of Arizona,60-64%,127
4437,110201000,Florence Unified School District,88400,110201105,Anthem Elementary School,57%,895
4437,110201000,Florence Unified School District,89587,110201106,Circle Cross Ranch K8 School,57%,827
4437,110201000,Florence Unified School District,85853,110201103,Copper Basin,55%,765
4437,110201000,Florence Unified School District,5897,110201201,Florence High School,48%,720
4437,110201000,Florence Unified School District,5895,110201101,Florence K-8,64%,826
4437,110201000,Florence Unified School District,89858,110201107,Magma Ranch K8 School,74%,758
4437,110201000,Florence Unified School District,90309,110201202,Poston Butte High School,52%,1672
4437,110201000,Florence Unified School District,87537,110201104,Skyline Ranch Elementary School,59%,721
4437,110201000,Florence Unified School District,79415,110201102,Walker Butte K-8,63%,883
4405,100208000,Flowing Wells Unified District,5784,100208110,Centennial Elementary School,83%,473
4405,100208000,Flowing Wells Unified District,5791,100208210,Flowing Wells High School,66%,1658
4405,100208000,Flowing Wells Unified District,5790,100208170,Flowing Wells Junior High School,80%,895
4405,100208000,Flowing Wells Unified District,5785,100208120,Homer Davis Elementary School,83%,478
4405,100208000,Flowing Wells Unified District,5787,100208140,J Robert Hendricks Elementary School,62%,507
4405,100208000,Flowing Wells Unified District,5788,100208150,Laguna Elementary School,91%,425
4405,100208000,Flowing Wells Unified District,5789,100208160,Robert Richardson Elementary School,51%,438
4405,100208000,Flowing Wells Unified District,6054,100208020,Sentinel Peak High School,70-74%,105
4405,100208000,Flowing Wells Unified District,5786,100208130,Walter Douglas Elementary School,90%,661
4167,020100000,Fort Huachuca Accommodation District,4747,020100102,Colonel Johnston Elementary School,43%,389
4167,020100000,Fort Huachuca Accommodation District,4748,020100103,Colonel Smith Middle School,23%,307
4167,020100000,Fort Huachuca Accommodation District,5982,020100101,General Myer Elementary School,36%,330
4221,050207000,Fort Thomas Unified District,4892,050207101,Fort Thomas Elementary School,89%,345
4221,050207000,Fort Thomas Unified District,4893,050207202,Fort Thomas High School,84%,214
4221,050207000,Fort Thomas Unified District,90064,050207701,Mt. Turnbull Academy,>=90%,22
79973,098750000,"Founding Fathers Academies, Inc",79974,098750001,Jefferson Academy of Advanced Learning,65-69%,160
4247,070298000,Fountain Hills Unified District,5167,070298205,Fountain Hills High School,22%,651
4247,070298000,Fountain Hills Unified District,5166,070298104,Fountain Hills Middle School,33%,642
4247,070298000,Fountain Hills Unified District,5165,070298102,McDowell Mountain Elementary School,29%,478
4273,070445000,Fowler Elementary District,5351,070445101,Fowler Elementary School,95%,724
4273,070445000,Fowler Elementary District,5353,070445103,Santa Maria Middle School,81%,712
4273,070445000,Fowler Elementary District,80315,070445104,Sun Canyon School,83%,664
4273,070445000,Fowler Elementary District,5352,070445102,Sunridge Elementary School,94%,735
4273,070445000,Fowler Elementary District,87521,070445107,Tuscano Elementary School,81%,729
4273,070445000,Fowler Elementary District,80915,070445105,Western Valley Elementary School,86%,754
4273,070445000,Fowler Elementary District,80916,070445106,Western Valley Middle School,83%,845
4195,030206000,Fredonia-Moccasin Unified District,4826,030206101,Fredonia Elementary School,69%,238
4303,078611000,"Friendly House, Inc.",6036,078611001,Friendly House Academia Del Pueblo Elem,96%,390
4505,140432000,Gadsden Elementary District,6187,140432105,Arizona Desert Elementary School,97%,766
4505,140432000,Gadsden Elementary District,79724,140432106,Cesar Chavez Elementary,96%,800
4505,140432000,Gadsden Elementary District,81096,140432108,Desert View Elementary,97%,796
4505,140432000,Gadsden Elementary District,81106,140432109,Ed Pastor Elementary 4,98%,313
4505,140432000,Gadsden Elementary District,6183,140432101,Gadsden Elementary School,97%,540
4505,140432000,Gadsden Elementary District,6184,140432102,Rio Colorado Elementary School,>=99%,849
4505,140432000,Gadsden Elementary District,6185,140432103,San Luis Middle School,>=99%,679
4505,140432000,Gadsden Elementary District,81105,140432107,Southwest Jr. High School,94%,731
4157,010220000,Ganado Unified School District,4725,010220101,Ganado Elementary School,78%,663
4157,010220000,Ganado Unified School District,4728,010220204,Ganado High School,75%,644
4157,010220000,Ganado Unified School District,4727,010220103,Ganado Middle School,81%,358
85892,102707000,Gap Ministries,87531,102707013,Splash 10,*,*
85892,102707000,Gap Ministries,91247,102707014,Splash 11,>80%,10
85892,102707000,Gap Ministries,91853,102707015,Splash 12,*,*
85892,102707000,Gap Ministries,92025,102707016,Splash 13,*,*
85892,102707000,Gap Ministries,85902,102707011,Splash House,>80%,10
85892,102707000,Gap Ministries,85894,102707003,Splash House 2,*,*
85892,102707000,Gap Ministries,85895,102707004,Splash House 3,*,*
85892,102707000,Gap Ministries,85896,102707005,Splash House 4,>80%,15
85892,102707000,Gap Ministries,85897,102707006,Splash House 5,>80%,10
85892,102707000,Gap Ministries,85898,102707007,Splash House 6,>80%,10
85892,102707000,Gap Ministries,85899,102707008,Splash House 7,>80%,10
85892,102707000,Gap Ministries,85900,102707009,Splash House 8,>80%,10
85892,102707000,Gap Ministries,85901,102707010,Splash House 9,>80%,10
90884,078585000,"George Gervin Youth Center, Inc.",91712,078585001,George Gervin Prep Academy,90-94%,99
4238,070224000,Gila Bend Unified District,5018,070224001,Gila Bend Elementary,75%,436
80406,073901000,Gila Crossing Community School,80407,073901001,Gila Crossing Community School,94%,529
4239,070241000,Gilbert Unified District,79181,070241161,Ashland Elementary,20%,888
4239,070241000,Gilbert Unified District,79630,070241162,Augusta Ranch Elementary,26%,1056
4239,070241000,Gilbert Unified District,79145,070241160,Boulder Creek Elementary,40%,706
4239,070241000,Gilbert Unified District,5030,070241147,Burk Elementary School,57%,513
4239,070241000,Gilbert Unified District,90124,070241214,Campo Verde High School,15%,2094
4239,070241000,Gilbert Unified District,79829,070241163,Canyon Rim Elementary,40%,990
4239,070241000,Gilbert Unified District,79144,070241159,Carol Rae Ranch Elementary,23%,659
4239,070241000,Gilbert Unified District,89921,138705004,Children First Academy - Tempe,>=98%,254
4239,070241000,Gilbert Unified District,79823,070241213,Desert Ridge High,26%,2726
4239,070241000,Gilbert Unified District,79629,070241124,Desert Ridge Jr. High,29%,1347
4239,070241000,Gilbert Unified District,5038,070241156,Finley Farms Elementary,24%,786
4239,070241000,Gilbert Unified District,81146,070241233,Gilbert Classical Academy - Closed,10%,417
4239,070241000,Gilbert Unified District,5023,070241140,Gilbert Elementary School,51%,627
4239,070241000,Gilbert Unified District,5039,070241210,Gilbert High School,25%,2542
4239,070241000,Gilbert Unified District,5020,070241120,Gilbert Junior High School,49%,615
4239,070241000,Gilbert Unified District,5024,070241141,Greenfield Elementary School,8%,754
4239,070241000,Gilbert Unified District,5022,070241122,Greenfield Junior High School,21%,953
4239,070241000,Gilbert Unified District,5033,070241150,Harris Elementary School,72%,517
4239,070241000,Gilbert Unified District,5040,070241211,Highland High School,16%,2991
4239,070241000,Gilbert Unified District,6006,070241123,Highland Jr High School,23%,1617
4239,070241000,Gilbert Unified District,88401,070241166,Highland Park Elementary,19%,882
4239,070241000,Gilbert Unified District,5029,070241146,Houston Elementary School,38%,526
4239,070241000,Gilbert Unified District,5028,070241145,Islands Elementary School,38%,658
4239,070241000,Gilbert Unified District,87533,070241165,Meridian,23%,1021
4239,070241000,Gilbert Unified District,5032,070241149,Mesquite Elementary School,31%,666
4239,070241000,Gilbert Unified District,6007,070241212,Mesquite High School,28%,2025
4239,070241000,Gilbert Unified District,5021,070241121,Mesquite Jr High School,35%,751
4239,070241000,Gilbert Unified District,5026,070241143,Neely Traditional Academy,12%,810
4239,070241000,Gilbert Unified District,78918,070241157,Oak Tree Elementary,50%,642
4239,070241000,Gilbert Unified District,5025,070241142,Patterson Elementary School,27%,595
4239,070241000,Gilbert Unified District,5027,070241144,Pioneer Elementary School,31%,562
4239,070241000,Gilbert Unified District,5034,070241151,Playa del Rey Elementary School,40%,536
4239,070241000,Gilbert Unified District,89594,070241167,Quartz Hill Elementary,10%,720
4239,070241000,Gilbert Unified District,78919,070241158,Settlers Point Elementary,26%,703
4239,070241000,Gilbert Unified District,5036,070241154,Sonoma Ranch Elementary School,28%,551
4239,070241000,Gilbert Unified District,85847,070241125,South Valley Jr. High,19%,1245
4239,070241000,Gilbert Unified District,81145,070241164,Spectrum Elementary,22%,778
4239,070241000,Gilbert Unified District,5037,070241155,Superstition Springs Elementary,37%,723
4239,070241000,Gilbert Unified District,5035,070241152,Towne Meadows Elementary School,28%,667
4239,070241000,Gilbert Unified District,5031,070241148,Val Vista Lakes Elementary School,26%,550
4271,070440000,Glendale Elementary District,5340,070440109,Bicentennial North School,87%,843
4271,070440000,Glendale Elementary District,5343,070440112,Bicentennial South School,87%,680
4271,070440000,Glendale Elementary District,5342,070440111,Challenger Middle School,92%,709
4271,070440000,Glendale Elementary District,79782,070440115,Coyote Ridge,79%,944
4271,070440000,Glendale Elementary District,5345,070440114,Desert Garden Elementary School,90%,834
4271,070440000,Glendale Elementary District,79815,070440116,Desert Spirit,89%,938
4271,070440000,Glendale Elementary District,5344,070440113,Discovery School,84%,776
4271,070440000,Glendale Elementary District,5337,070440106,Don Mensendick School,97%,1035
4271,070440000,Glendale Elementary District,5339,070440108,Glendale American School,79%,834
4271,070440000,Glendale Elementary District,5332,070440101,Glendale Landmark Middle School,93%,786
4271,070440000,Glendale Elementary District,5338,070440107,Glenn F Burton School,93%,825
4271,070440000,Glendale Elementary District,5334,070440103,Harold W Smith School,96%,966
4271,070440000,Glendale Elementary District,5341,070440110,Horizon School,75%,857
4271,070440000,Glendale Elementary District,5333,070440102,Isaac E Imes School,90%,657
4271,070440000,Glendale Elementary District,5335,070440104,Melvin E Sine School,89%,732
4271,070440000,Glendale Elementary District,79816,070440117,Sunset Vista,86%,988
4271,070440000,Glendale Elementary District,7364,072167001,The Childrens Center for Neurodevelopmental Studies,60-69%,33
4271,070440000,Glendale Elementary District,5336,070440105,William C Jack School,96%,959
4285,070505000,Glendale Union High School District,5431,070505206,Apollo High School,59%,2023
4285,070505000,Glendale Union High School District,5429,070505204,Cortez High School,73%,1161
